,id,sex,race,mathk,readk,math1,read1,math2,read2,math3,read3,stark,ctypek,star1,ctype1,star2,ctype2,star3,ctype3,csizek,csize1,csize2,csize3,sesk,ses1,ses2,ses3,yob,schidk,schid1,schid2,schid3,mathk_p,math1_p,math2_p,math3_p,readk_p,read1_p,read2_p,read3_p,freelunchk,freelunch1,freelunch2,freelunch3,attritionk,attrition1,attrition2,wa,age,score,score1,smallc,regAc,reg,student,kscore
17,115179.0,0,2,0.0,0.0,0.0,0.0,587.0,517.0,558.0,523.0,2,0.0,2,0.0,1,3.0,1,3.0,0.0,0.0,23.0,25.0,9,9,1,1,1979.0,,999.0,29.0,29.0,0.0,0.0,59.0,7.0,0.0,0.0,7.0,1.0,0,0,1,1,1,1,0,0,6.0,33.0,33.0,0,0,0,1,0.0
18,149592.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,531.0,525.0,2,0.0,2,0.0,2,0.0,1,3.0,0.0,0.0,0.0,28.0,9,9,9,2,1979.0,,999.0,999.0,58.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,0,0,1,1,1,1,6.0,1.0,1.0,0,0,0,1,0.0
19,51225.0,0,2,0.0,0.0,538.0,456.0,0.0,0.0,561.0,525.0,2,0.0,1,2.0,2,0.0,1,3.0,0.0,23.0,0.0,21.0,9,1,9,1,1979.0,,16.0,999.0,16.0,0.0,61.0,0.0,8.0,0.0,12.0,0.0,1.0,0,1,0,1,1,1,1,0,6.0,36.5,36.5,0,0,0,1,0.0
20,63664.0,1,2,0.0,0.0,0.0,0.0,557.0,571.0,577.0,525.0,2,0.0,2,0.0,1,3.0,1,3.0,0.0,0.0,25.0,22.0,9,9,1,1,1979.0,,999.0,14.0,14.0,0.0,0.0,31.0,17.0,0.0,0.0,44.0,1.0,0,0,1,1,1,1,0,0,6.0,37.5,37.5,0,0,0,1,0.0
21,135982.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,525.0,2,0.0,2,0.0,2,0.0,1,3.0,0.0,0.0,0.0,19.0,9,9,9,1,1978.0,,999.0,999.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,1,1,1,1,0,7.0,0.5,0.5,0,0,0,1,0.0
22,103742.0,0,1,494.0,425.0,507.0,475.0,565.0,545.0,565.0,525.0,1,3.0,1,3.0,1,3.0,1,3.0,21.0,27.0,24.0,26.0,1,2,9,2,1980.0,48.0,48.0,48.0,48.0,62.0,33.0,39.0,10.0,41.0,25.0,21.0,1.0,1,0,0,0,0,0,0,1,5.0,51.5,29.0,0,1,0,1,51.5
23,80698.0,1,1,434.0,395.0,456.0,487.0,535.0,527.0,567.0,527.0,1,3.0,1,3.0,1,3.0,1,3.0,21.0,26.0,23.0,24.0,1,1,9,1,1980.0,48.0,48.0,48.0,48.0,12.0,4.0,16.0,11.0,5.0,33.0,12.0,1.0,1,1,0,1,0,0,0,1,5.0,8.5,18.5,0,1,0,1,8.5
24,161264.0,0,2,500.0,451.0,538.0,492.0,533.0,542.0,540.0,527.0,1,3.0,1,3.0,1,3.0,1,1.0,25.0,23.0,22.0,18.0,2,1,1,1,1980.0,27.0,27.0,27.0,27.0,66.0,61.0,15.0,2.0,75.0,37.0,19.0,1.0,0,1,1,1,0,0,0,0,5.0,70.5,49.0,0,1,0,1,70.5
25,114910.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,515.0,527.0,1,2.0,1,1.0,2,0.0,1,3.0,21.0,15.0,0.0,19.0,1,1,9,1,1980.0,31.0,31.0,999.0,19.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1,1,0,1,1,1,1,0,5.0,1.0,1.0,0,0,1,1,0.0
26,100216.0,0,2,0.0,0.0,484.0,445.0,502.0,520.0,528.0,527.0,2,0.0,1,2.0,1,2.0,1,2.0,0.0,22.0,26.0,25.0,9,1,1,1,1979.0,,23.0,23.0,23.0,0.0,15.0,4.0,1.0,0.0,7.0,9.0,1.0,0,1,1,1,1,0,0,0,6.0,11.0,11.0,0,0,0,1,0.0
27,42362.0,0,1,520.0,442.0,562.0,480.0,514.0,492.0,541.0,527.0,1,2.0,1,2.0,1,2.0,1,2.0,23.0,23.0,24.0,27.0,1,1,1,9,1980.0,13.0,13.0,13.0,13.0,79.0,78.0,7.0,2.0,65.0,28.0,2.0,1.0,1,1,1,0,0,0,0,1,5.0,72.0,53.0,0,0,1,1,72.0
28,151072.0,1,2,0.0,0.0,0.0,0.0,0.0,0.0,535.0,527.0,2,0.0,2,0.0,2,0.0,1,3.0,0.0,0.0,0.0,25.0,9,9,9,1,1980.0,,999.0,999.0,21.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,0,1,1,1,1,0,5.0,1.0,1.0,0,0,0,1,0.0
29,59312.0,0,1,412.0,407.0,477.0,0.0,556.0,489.0,583.0,529.0,1,1.0,1,1.0,1,1.0,1,1.0,14.0,14.0,15.0,16.0,2,1,2,1,1979.0,66.0,66.0,66.0,66.0,4.0,11.0,30.0,21.0,15.0,0.0,1.0,1.0,0,1,0,1,0,0,0,1,6.0,9.5,5.5,1,0,0,1,9.5
30,66150.0,1,2,0.0,0.0,488.0,478.0,559.0,557.0,558.0,529.0,2,0.0,1,3.0,1,3.0,1,3.0,0.0,21.0,25.0,25.0,9,1,1,1,1979.0,,51.0,51.0,51.0,0.0,18.0,33.0,7.0,0.0,27.0,31.0,1.0,0,1,1,1,1,0,0,0,6.0,22.5,22.5,0,0,0,1,0.0
31,101677.0,0,1,0.0,0.0,497.0,0.0,550.0,515.0,591.0,529.0,2,0.0,1,2.0,1,1.0,1,1.0,0.0,21.0,14.0,19.0,9,1,1,1,1978.0,,60.0,60.0,60.0,0.0,25.0,26.0,27.0,0.0,0.0,7.0,1.0,0,1,1,1,1,0,0,1,7.0,12.5,12.5,0,0,0,1,0.0
32,16055.0,0,2,0.0,0.0,507.0,465.0,0.0,0.0,554.0,529.0,2,0.0,1,3.0,2,0.0,1,2.0,0.0,23.0,0.0,29.0,9,2,9,2,1979.0,,20.0,999.0,20.0,0.0,33.0,0.0,5.0,0.0,17.0,0.0,1.0,0,0,0,0,1,1,1,0,6.0,25.0,25.0,0,0,0,1,0.0
33,148697.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,540.0,529.0,2,0.0,2,0.0,1,2.0,1,1.0,0.0,0.0,23.0,17.0,9,9,1,2,1979.0,,999.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0,0,1,0,1,1,0,1,6.0,1.5,1.5,0,0,0,1,0.0
34,3915.0,0,2,506.0,474.0,500.0,468.0,522.0,523.0,515.0,529.0,1,1.0,1,1.0,1,1.0,1,1.0,16.0,18.0,18.0,17.0,1,1,1,1,1980.0,44.0,44.0,44.0,44.0,70.0,27.0,9.0,1.0,91.0,19.0,10.0,1.0,1,1,1,1,0,0,0,0,5.0,80.5,23.0,1,0,0,1,80.5
35,106558.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,515.0,529.0,2,0.0,2,0.0,2,0.0,1,1.0,0.0,0.0,0.0,16.0,9,9,9,2,1979.0,,999.0,999.0,71.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,0,0,1,1,1,1,6.0,1.0,1.0,0,0,0,1,0.0
36,90326.0,0,1,0.0,0.0,500.0,474.0,543.0,530.0,568.0,529.0,2,0.0,1,3.0,1,3.0,1,3.0,0.0,23.0,25.0,26.0,9,1,1,1,1978.0,,77.0,77.0,77.0,0.0,27.0,21.0,12.0,0.0,23.0,14.0,1.0,0,1,1,1,1,0,0,1,7.0,25.0,25.0,0,0,0,1,0.0
37,134123.0,0,2,429.0,413.0,465.0,445.0,550.0,512.0,559.0,529.0,1,1.0,1,1.0,1,1.0,1,1.0,15.0,17.0,17.0,15.0,1,1,1,1,1980.0,45.0,45.0,45.0,45.0,10.0,6.0,26.0,7.0,23.0,7.0,6.0,1.0,1,1,1,1,0,0,0,0,5.0,16.5,6.5,1,0,0,1,16.5
38,125807.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,544.0,529.0,2,0.0,2,0.0,2,0.0,1,2.0,0.0,0.0,0.0,25.0,9,9,9,1,1980.0,,999.0,999.0,23.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0,0,0,1,1,1,1,1,5.0,2.0,2.0,0,0,0,1,0.0
39,67023.0,1,2,0.0,0.0,484.0,0.0,488.0,503.0,533.0,529.0,2,0.0,1,3.0,1,2.0,1,2.0,0.0,25.0,24.0,24.0,9,1,1,1,1978.0,,32.0,32.0,32.0,0.0,15.0,2.0,1.0,0.0,0.0,4.0,1.0,0,1,1,1,1,0,0,0,7.0,7.5,7.5,0,0,0,1,0.0
40,182600.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,517.0,529.0,2,0.0,2,0.0,2,0.0,1,3.0,0.0,0.0,0.0,29.0,9,9,9,1,1979.0,,999.0,999.0,33.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,0,1,1,1,1,0,6.0,1.0,1.0,0,0,0,1,0.0
41,115249.0,1,2,0.0,0.0,0.0,0.0,528.0,520.0,554.0,529.0,2,0.0,2,0.0,1,3.0,1,3.0,0.0,0.0,19.0,27.0,9,9,1,1,1980.0,,999.0,24.0,24.0,0.0,0.0,12.0,5.0,0.0,0.0,9.0,1.0,0,0,1,1,1,1,0,0,5.0,10.5,10.5,0,0,0,1,0.0
42,18598.0,1,2,0.0,0.0,479.0,469.0,554.0,526.0,559.0,529.0,2,0.0,1,1.0,1,1.0,1,1.0,0.0,14.0,15.0,13.0,9,1,1,1,1978.0,,22.0,22.0,22.0,0.0,13.0,29.0,7.0,0.0,20.0,12.0,1.0,0,1,1,1,1,0,0,0,7.0,16.5,16.5,0,0,0,1,0.0
43,2105.0,0,2,0.0,0.0,0.0,0.0,533.0,539.0,562.0,531.0,2,0.0,2,0.0,1,3.0,1,3.0,0.0,0.0,22.0,26.0,9,9,1,1,1979.0,,999.0,26.0,26.0,0.0,0.0,15.0,9.0,0.0,0.0,18.0,1.0,0,0,1,1,1,1,0,0,6.0,16.5,16.5,0,0,0,1,0.0
44,155543.0,0,2,434.0,424.0,481.0,442.0,473.0,474.0,531.0,531.0,1,3.0,1,3.0,1,3.0,1,3.0,23.0,29.0,21.0,23.0,2,1,1,9,1979.0,44.0,44.0,44.0,44.0,12.0,14.0,1.0,1.0,39.0,6.0,1.0,1.0,0,1,1,0,0,0,0,0,6.0,25.5,10.0,0,1,0,1,25.5
45,57816.0,0,2,0.0,0.0,0.0,0.0,570.0,511.0,559.0,531.0,2,0.0,2,0.0,1,3.0,1,3.0,0.0,0.0,21.0,29.0,9,9,2,2,1979.0,,999.0,33.0,33.0,0.0,0.0,43.0,7.0,0.0,0.0,6.0,1.0,0,0,0,0,1,1,0,0,6.0,24.5,24.5,0,0,0,1,0.0
46,125016.0,0,1,0.0,0.0,451.0,454.0,518.0,502.0,541.0,531.0,2,0.0,1,3.0,1,3.0,1,3.0,0.0,19.0,20.0,24.0,9,2,1,1,1979.0,,50.0,50.0,50.0,0.0,3.0,8.0,2.0,0.0,12.0,3.0,1.0,0,0,1,1,1,0,0,1,6.0,7.5,7.5,0,0,0,1,0.0
47,167200.0,0,1,478.0,428.0,545.0,480.0,522.0,505.0,555.0,531.0,1,3.0,1,2.0,1,2.0,1,2.0,22.0,23.0,24.0,27.0,1,1,1,9,1980.0,13.0,13.0,13.0,13.0,47.0,66.0,9.0,6.0,45.0,28.0,4.0,1.0,1,1,1,0,0,0,0,1,5.0,46.0,47.0,0,1,0,1,46.0
48,117849.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,506.0,531.0,2,0.0,2,0.0,2,0.0,1,1.0,0.0,0.0,0.0,14.0,9,9,9,1,1979.0,,999.0,999.0,39.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,0,1,1,1,1,1,6.0,1.0,1.0,0,0,0,1,0.0
49,31582.0,0,1,0.0,0.0,523.0,451.0,550.0,524.0,549.0,531.0,2,0.0,1,2.0,1,3.0,1,3.0,0.0,23.0,24.0,24.0,9,1,1,1,1979.0,,56.0,56.0,56.0,0.0,47.0,26.0,4.0,0.0,10.0,11.0,1.0,0,1,1,1,1,0,0,1,6.0,28.5,28.5,0,0,0,1,0.0
50,174913.0,1,1,0.0,0.0,529.0,499.0,572.0,549.0,573.0,531.0,2,0.0,1,2.0,1,2.0,1,2.0,0.0,21.0,23.0,25.0,9,2,2,2,1979.0,,51.0,51.0,51.0,0.0,52.0,46.0,14.0,0.0,42.0,24.0,1.0,0,0,0,0,1,0,0,1,6.0,47.0,47.0,0,0,0,1,0.0
51,79273.0,0,2,0.0,0.0,454.0,462.0,479.0,499.0,515.0,533.0,2,0.0,1,3.0,1,3.0,1,3.0,0.0,29.0,21.0,23.0,9,1,1,9,1980.0,,44.0,44.0,44.0,0.0,3.0,1.0,1.0,0.0,15.0,3.0,1.0,0,1,1,0,1,0,0,0,5.0,9.0,9.0,0,0,0,1,0.0
52,184810.0,0,1,513.0,405.0,572.0,494.0,572.0,541.0,568.0,533.0,1,1.0,1,1.0,1,1.0,1,1.0,12.0,14.0,14.0,14.0,1,1,1,1,1979.0,39.0,39.0,39.0,39.0,75.0,84.0,46.0,12.0,13.0,39.0,18.0,1.0,1,1,1,1,0,0,0,1,6.0,44.0,61.5,1,0,0,1,44.0
53,78969.0,0,1,0.0,0.0,497.0,454.0,546.0,511.0,596.0,533.0,2,0.0,1,3.0,1,3.0,1,3.0,0.0,25.0,22.0,22.0,9,1,1,1,1978.0,,12.0,12.0,12.0,0.0,25.0,23.0,32.0,0.0,12.0,6.0,1.0,0,1,1,1,1,0,0,1,7.0,18.5,18.5,0,0,0,1,0.0
54,128635.0,0,2,0.0,0.0,0.0,0.0,0.0,515.0,610.0,533.0,2,0.0,2,0.0,1,0.0,1,2.0,0.0,0.0,0.0,20.0,9,9,1,1,1979.0,,999.0,27.0,27.0,0.0,0.0,0.0,46.0,0.0,0.0,7.0,1.0,0,0,1,1,1,1,0,0,6.0,3.5,3.5,0,0,0,1,0.0
55,17469.0,0,1,0.0,0.0,502.0,466.0,557.0,555.0,582.0,533.0,2,0.0,1,3.0,1,3.0,1,3.0,0.0,23.0,25.0,27.0,9,2,2,2,1979.0,,77.0,77.0,77.0,0.0,28.0,31.0,20.0,0.0,18.0,29.0,1.0,0,0,0,0,1,0,0,1,6.0,23.0,23.0,0,0,0,1,0.0
56,71854.0,0,2,0.0,0.0,463.0,457.0,497.0,530.0,522.0,533.0,2,0.0,1,2.0,1,2.0,1,2.0,0.0,22.0,24.0,24.0,9,1,1,1,1979.0,,32.0,32.0,32.0,0.0,6.0,3.0,1.0,0.0,13.0,14.0,1.0,0,1,1,1,1,0,0,0,6.0,9.5,9.5,0,0,0,1,0.0
57,172094.0,1,2,0.0,0.0,461.0,478.0,495.0,503.0,519.0,533.0,2,0.0,1,2.0,1,2.0,1,2.0,0.0,22.0,24.0,24.0,9,1,1,1,1980.0,,32.0,32.0,32.0,0.0,5.0,3.0,1.0,0.0,27.0,4.0,1.0,0,1,1,1,1,0,0,0,5.0,16.0,16.0,0,0,0,1,0.0
58,60751.0,0,2,0.0,0.0,0.0,0.0,518.0,505.0,520.0,535.0,2,0.0,2,0.0,1,2.0,1,2.0,0.0,0.0,24.0,24.0,9,9,1,1,1978.0,,999.0,32.0,32.0,0.0,0.0,8.0,1.0,0.0,0.0,4.0,2.0,0,0,1,1,1,1,0,0,7.0,6.0,6.0,0,0,0,1,0.0
59,40761.0,1,2,0.0,0.0,0.0,0.0,495.0,521.0,541.0,535.0,2,0.0,2,0.0,1,2.0,1,2.0,0.0,0.0,24.0,24.0,9,9,1,1,1980.0,,999.0,32.0,32.0,0.0,0.0,3.0,2.0,0.0,0.0,10.0,2.0,0,0,1,1,1,1,0,0,5.0,6.5,6.5,0,0,0,1,0.0
60,48567.0,1,2,0.0,0.0,490.0,448.0,554.0,526.0,540.0,535.0,2,0.0,1,1.0,1,1.0,1,1.0,0.0,14.0,15.0,13.0,9,1,1,1,1978.0,,22.0,22.0,22.0,0.0,20.0,29.0,2.0,0.0,8.0,12.0,2.0,0,1,1,1,1,0,0,0,7.0,14.0,14.0,0,0,0,1,0.0
61,55547.0,1,2,0.0,0.0,474.0,436.0,512.0,514.0,554.0,535.0,2,0.0,1,2.0,1,2.0,1,2.0,0.0,25.0,24.0,24.0,9,1,1,1,1979.0,,32.0,32.0,32.0,0.0,10.0,6.0,5.0,0.0,4.0,7.0,2.0,0,1,1,1,1,0,0,0,6.0,7.0,7.0,0,0,0,1,0.0
62,64075.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,526.0,535.0,2,0.0,2,0.0,2,0.0,1,2.0,0.0,0.0,0.0,24.0,9,9,9,1,1980.0,,999.0,999.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0,0,0,1,1,1,1,1,5.0,1.5,1.5,0,0,0,1,0.0
63,151515.0,0,1,449.0,402.0,523.0,487.0,565.0,527.0,586.0,535.0,1,1.0,1,1.0,1,1.0,1,1.0,12.0,14.0,14.0,14.0,2,2,2,2,1980.0,39.0,39.0,39.0,39.0,22.0,47.0,39.0,23.0,10.0,33.0,12.0,2.0,0,0,0,0,0,0,0,1,5.0,16.0,40.0,1,0,0,1,16.0
64,15207.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,535.0,2,0.0,2,0.0,2,0.0,1,1.0,0.0,0.0,0.0,17.0,9,9,9,1,1978.0,,999.0,999.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0,0,1,1,1,1,0,7.0,1.0,1.0,0,0,0,1,0.0
65,141210.0,0,2,0.0,0.0,0.0,0.0,520.0,497.0,580.0,535.0,2,0.0,2,0.0,1,1.0,1,1.0,0.0,0.0,16.0,15.0,9,9,2,2,1979.0,,999.0,20.0,20.0,0.0,0.0,9.0,19.0,0.0,0.0,2.0,2.0,0,0,0,0,1,1,0,0,6.0,5.5,5.5,0,0,0,1,0.0
66,111777.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,559.0,535.0,2,0.0,2,0.0,2,0.0,1,2.0,0.0,0.0,0.0,22.0,9,9,9,1,1980.0,,999.0,999.0,22.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,2.0,0,0,0,1,1,1,1,0,5.0,4.5,4.5,0,0,0,1,0.0
67,61575.0,1,2,0.0,0.0,0.0,0.0,0.0,0.0,531.0,535.0,2,0.0,2,0.0,2,0.0,1,2.0,0.0,0.0,0.0,20.0,9,9,9,1,1978.0,,999.0,999.0,16.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0,0,0,1,1,1,1,0,7.0,1.5,1.5,0,0,0,1,0.0
68,125518.0,0,1,0.0,0.0,481.0,430.0,535.0,511.0,540.0,536.0,2,0.0,1,3.0,1,3.0,1,3.0,0.0,20.0,23.0,22.0,9,1,1,1,1979.0,,35.0,35.0,35.0,0.0,14.0,16.0,2.0,0.0,2.0,6.0,2.0,0,1,1,1,1,0,0,1,6.0,8.0,8.0,0,0,0,1,0.0
69,65303.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,593.0,536.0,2,0.0,2,0.0,2,0.0,1,1.0,0.0,0.0,0.0,19.0,9,9,9,1,1979.0,,999.0,999.0,60.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,2.0,0,0,0,1,1,1,1,1,6.0,15.5,15.5,0,0,0,1,0.0
70,160621.0,0,1,473.0,419.0,518.0,453.0,579.0,530.0,576.0,536.0,1,1.0,1,1.0,1,1.0,1,1.0,13.0,13.0,14.0,13.0,2,1,1,1,1980.0,67.0,67.0,67.0,67.0,43.0,42.0,52.0,16.0,31.0,11.0,14.0,2.0,0,1,1,1,0,0,0,1,5.0,37.0,26.5,1,0,0,1,37.0
71,34505.0,1,1,473.0,424.0,512.0,462.0,520.0,502.0,558.0,536.0,1,2.0,1,2.0,1,1.0,1,1.0,22.0,25.0,15.0,15.0,1,1,1,1,1979.0,49.0,49.0,49.0,49.0,43.0,37.0,9.0,7.0,39.0,15.0,3.0,2.0,1,1,1,1,0,0,0,1,6.0,41.0,26.0,0,0,1,1,41.0
72,131238.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,550.0,536.0,2,0.0,2,0.0,2,0.0,1,1.0,0.0,0.0,0.0,17.0,9,9,9,1,1979.0,,999.0,999.0,51.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,0,0,0,1,1,1,1,0,6.0,3.0,3.0,0,0,0,1,0.0
73,120983.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,555.0,536.0,2,0.0,2,0.0,2,0.0,1,3.0,0.0,0.0,0.0,25.0,9,9,9,9,1978.0,,999.0,999.0,29.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,2.0,0,0,0,0,1,1,1,0,7.0,4.0,4.0,0,0,0,1,0.0
